Fall detcted at 2026-02-21 19:37:17.457389
Fall detcted at 2026-02-21 19:37:17.812347
Fall detcted at 2026-02-21 19:37:17.894341
Fall detcted at 2026-02-21 19:37:17.986896
Fall detcted at 2026-02-21 19:37:18.066978
Fall detcted at 2026-02-21 19:37:18.688578
Fall detcted at 2026-02-21 19:37:18.863994
Fall detcted at 2026-02-21 19:37:18.942940
Fall detcted at 2026-02-21 19:37:19.030286
Fall detcted at 2026-02-21 19:37:19.381855
Fall detcted at 2026-02-21 19:37:19.469592
Fall detcted at 2026-02-21 19:37:19.568157
Fall detcted at 2026-02-21 19:37:19.647389
Fall detcted at 2026-02-21 19:37:19.733017
Fall detcted at 2026-02-21 19:37:19.824552
Fall detcted at 2026-02-21 19:37:19.907633
Fall detcted at 2026-02-21 19:37:19.988232
Fall detcted at 2026-02-21 19:37:20.072903
Fall detcted at 2026-02-21 19:37:20.164396
Fall detcted at 2026-02-21 19:37:20.248475
Fall detcted at 2026-02-21 19:37:20.330181
Fall detcted at 2026-02-21 19:37:20.423135
Fall detcted at 2026-02-21 19:37:20.503208
Fall detcted at 2026-02-21 19:37:20.582091
Fall detcted at 2026-02-21 19:37:20.662134
Fall detcted at 2026-02-21 19:37:20.746018
Fall detcted at 2026-02-21 19:37:20.823544
Fall detcted at 2026-02-21 19:37:20.909605
Fall detcted at 2026-02-21 19:37:21.002947
Fall detcted at 2026-02-21 19:37:21.082610
Fall detcted at 2026-02-21 19:37:21.163390
Fall detcted at 2026-02-21 19:37:21.245662
Fall detcted at 2026-02-21 19:37:21.325779
Fall detcted at 2026-02-21 19:37:21.403775
Fall detcted at 2026-02-21 19:37:21.489482
Fall detcted at 2026-02-21 19:37:21.568299
Fall detcted at 2026-02-21 19:37:21.648723
Fall detcted at 2026-02-21 19:37:21.730713
Fall detcted at 2026-02-21 19:37:21.807492
Fall detcted at 2026-02-21 19:37:21.886813
Fall detcted at 2026-02-21 19:37:21.970706
Fall detcted at 2026-02-21 19:37:22.048772
Fall detcted at 2026-02-21 19:37:22.129745
Fall detcted at 2026-02-21 19:37:22.212570
Fall detcted at 2026-02-21 19:37:22.307644
Fall detcted at 2026-02-21 19:37:22.387029
Fall detcted at 2026-02-21 19:37:22.466826
Fall detcted at 2026-02-21 19:37:22.547290
Fall detcted at 2026-02-21 19:37:22.629719
Fall detcted at 2026-02-21 19:37:22.709322
Fall detcted at 2026-02-21 19:37:22.797521
Fall detcted at 2026-02-21 19:37:22.886511
Fall detcted at 2026-02-21 19:37:22.968552
Fall detcted at 2026-02-21 19:37:23.049114
Fall detcted at 2026-02-21 19:37:23.129482
Fall detcted at 2026-02-21 19:37:23.210153
Fall detcted at 2026-02-21 19:37:23.288963
Fall detcted at 2026-02-21 19:37:23.370189
Fall detcted at 2026-02-21 19:37:23.453674
Fall detcted at 2026-02-21 19:37:23.536292
Fall detcted at 2026-02-21 19:37:23.627925
Fall detcted at 2026-02-21 19:37:23.791419
Fall detcted at 2026-02-21 19:37:23.871664
Fall detcted at 2026-02-21 19:37:23.951957
Fall detcted at 2026-02-21 19:37:24.112716
Fall detcted at 2026-02-21 19:37:24.194197
Fall detcted at 2026-02-21 19:37:24.274188
Fall detcted at 2026-02-21 19:37:24.433749
Fall detcted at 2026-02-21 19:37:24.516699
Fall detcted at 2026-02-21 19:37:24.596199
Fall detcted at 2026-02-21 19:37:24.679427
Fall detcted at 2026-02-21 19:37:24.756897
Fall detcted at 2026-02-21 19:37:24.918482
Fall detcted at 2026-02-21 19:37:25.001197
Fall detcted at 2026-02-21 19:37:25.083093
Fall detcted at 2026-02-21 19:37:25.326285
Fall detcted at 2026-02-21 19:37:25.406700
Fall detcted at 2026-02-21 19:37:25.986293
Fall detcted at 2026-02-21 19:37:26.060813
Fall detcted at 2026-02-21 19:37:26.143573
Fall detcted at 2026-02-21 19:37:26.224564
Fall detcted at 2026-02-21 19:37:26.306543
Fall detcted at 2026-02-21 19:37:26.420559
Fall detcted at 2026-02-21 19:37:26.503186
Fall detcted at 2026-02-21 19:37:26.682195
Fall detcted at 2026-02-21 19:37:27.013569
Fall detcted at 2026-02-21 19:37:27.096030
Fall detcted at 2026-02-21 19:37:27.200738
Fall detcted at 2026-02-21 19:37:27.286601
Fall detcted at 2026-02-21 19:37:27.366920
Fall detcted at 2026-02-21 19:37:27.455423
Fall detcted at 2026-02-21 19:37:27.544993
Fall detcted at 2026-02-21 19:37:28.472868
Fall detcted at 2026-02-21 19:37:29.058970
Fall detcted at 2026-02-21 19:37:29.376574
Fall detcted at 2026-02-21 19:37:29.457854
Fall detcted at 2026-02-21 19:37:29.780666
Fall detcted at 2026-02-21 19:37:29.860780
Fall detcted at 2026-02-21 19:37:29.943336
Fall detcted at 2026-02-21 19:37:30.181638
Fall detcted at 2026-02-21 19:37:30.345176
Fall detcted at 2026-02-21 19:37:30.424921
Fall detcted at 2026-02-21 19:37:30.508134
Fall detcted at 2026-02-21 19:37:30.669762
Fall detcted at 2026-02-21 19:37:30.749772
Fall detcted at 2026-02-21 19:37:30.833822
Fall detcted at 2026-02-21 19:37:31.321104
Fall detcted at 2026-02-21 19:37:31.480955
Fall detcted at 2026-02-21 19:37:31.562687
Fall detcted at 2026-02-21 19:37:31.645855
Fall detcted at 2026-02-21 19:37:31.725433
Fall detcted at 2026-02-21 19:37:31.808648
Fall detcted at 2026-02-21 19:37:32.161728
Fall detcted at 2026-02-21 19:37:32.324839
Fall detcted at 2026-02-21 19:37:32.404637
Fall detcted at 2026-02-21 19:37:33.207735
Fall detcted at 2026-02-21 19:37:33.695710
Fall detcted at 2026-02-21 19:37:34.288754
Fall detcted at 2026-02-21 19:37:34.367754
Fall detcted at 2026-02-21 19:37:34.697880
Fall detcted at 2026-02-21 19:37:34.787773
Fall detcted at 2026-02-21 19:37:34.916720
Fall detcted at 2026-02-21 19:37:35.050241
Fall detcted at 2026-02-21 19:37:35.137495
Fall detcted at 2026-02-21 19:37:35.333156
Fall detcted at 2026-02-21 19:37:35.431139
Fall detcted at 2026-02-21 19:37:35.525865
Fall detcted at 2026-02-21 19:37:35.622327
Fall detcted at 2026-02-21 19:37:35.729485
Fall detcted at 2026-02-21 19:37:35.819717
Fall detcted at 2026-02-21 19:37:35.914179
Fall detcted at 2026-02-21 19:37:36.010434
Fall detcted at 2026-02-21 19:37:36.106987
Fall detcted at 2026-02-21 19:37:36.196437
Fall detcted at 2026-02-21 19:37:36.278562
Fall detcted at 2026-02-21 19:37:36.356644
Fall detcted at 2026-02-21 19:37:36.436509
Fall detcted at 2026-02-21 19:37:36.514698
Fall detcted at 2026-02-21 19:37:36.595625
Fall detcted at 2026-02-21 19:37:36.677371
Fall detcted at 2026-02-21 19:37:36.759945
Fall detcted at 2026-02-21 19:37:36.840421
Fall detcted at 2026-02-21 19:37:36.923865
Fall detcted at 2026-02-21 19:37:37.000891
Fall detcted at 2026-02-21 19:37:37.085352
Fall detcted at 2026-02-21 19:37:37.179070
Fall detcted at 2026-02-21 19:37:37.281807
Fall detcted at 2026-02-21 19:37:37.372263
Fall detcted at 2026-02-21 19:37:37.470679
Fall detcted at 2026-02-21 19:37:37.579943
Fall detcted at 2026-02-21 19:37:37.680086
Fall detcted at 2026-02-21 19:37:37.797814
Fall detcted at 2026-02-21 19:37:37.887032
Fall detcted at 2026-02-21 19:37:37.980832
Fall detcted at 2026-02-21 19:37:38.080064
Fall detcted at 2026-02-21 19:37:38.170647
Fall detcted at 2026-02-21 19:37:38.295966
Fall detcted at 2026-02-21 19:37:38.396872
Fall detcted at 2026-02-21 19:37:38.482518
Fall detcted at 2026-02-21 19:37:38.566157
Fall detcted at 2026-02-21 19:37:38.652588
Fall detcted at 2026-02-21 19:37:40.141579
Fall detcted at 2026-02-21 19:37:40.222019
Fall detcted at 2026-02-21 19:37:40.305438
Fall detcted at 2026-02-21 19:37:40.401045
Fall detcted at 2026-02-21 19:37:40.485766
Fall detcted at 2026-02-21 19:37:40.569501
Fall detcted at 2026-02-21 19:37:40.650451
Fall detcted at 2026-02-21 19:37:40.732004
Fall detcted at 2026-02-21 19:37:40.815078
Fall detcted at 2026-02-21 19:37:40.898705
Fall detcted at 2026-02-21 19:37:40.984117
Fall detcted at 2026-02-21 19:37:41.071509
Fall detcted at 2026-02-21 19:37:41.155467
Fall detcted at 2026-02-21 19:37:41.249514
Fall detcted at 2026-02-21 19:37:41.348083
Fall detcted at 2026-02-21 19:37:41.443263
Fall detcted at 2026-02-21 19:37:41.528675
Fall detcted at 2026-02-21 19:37:41.621373
Fall detcted at 2026-02-21 19:37:41.707081
Fall detcted at 2026-02-21 19:37:41.794582
Fall detcted at 2026-02-21 19:37:41.877739
Fall detcted at 2026-02-21 19:37:41.958418
Fall detcted at 2026-02-21 19:37:42.038885
Fall detcted at 2026-02-21 19:37:42.119163
Fall detcted at 2026-02-21 19:37:42.202758
Fall detcted at 2026-02-21 19:37:42.280131
Fall detcted at 2026-02-21 19:37:42.364369
Fall detcted at 2026-02-21 19:37:42.460846
Fall detcted at 2026-02-21 19:37:42.554284
Fall detcted at 2026-02-21 19:37:42.641627
Fall detcted at 2026-02-21 19:37:42.849642
Fall detcted at 2026-02-21 19:37:42.930489
Fall detcted at 2026-02-21 19:37:43.014085
Fall detcted at 2026-02-21 19:37:43.095604
Fall detcted at 2026-02-21 19:37:43.178129
Fall detcted at 2026-02-21 19:37:43.272859
Fall detcted at 2026-02-21 19:37:43.368711
Fall detcted at 2026-02-21 19:37:43.460254
Fall detcted at 2026-02-21 19:37:43.543963
Fall detcted at 2026-02-21 19:37:43.624115
Fall detcted at 2026-02-21 19:37:43.705369
Fall detcted at 2026-02-21 19:37:43.788948
Fall detcted at 2026-02-21 19:37:43.867460
Fall detcted at 2026-02-21 19:37:43.946647
